ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
210051,0,0,0,19,0,0,0,0,0,0
210052,0,0,0,0,27,0,0,0,0,0
210053,0,0,0,0,0,7,0,27,0,0
210054,0,0,0,0,0,0,0,0,0,0
210055,0,0,0,0,23,0,31,0,0,0
210056,0,0,0,0,0,0,0,0,0,0
210057,0,0,0,0,0,0,0,0,0,0
210058,0,0,0,0,0,0,0,0,0,0
210059,0,32,27,52,20,20,15,19,19,0
210060,0,0,0,0,0,0,6,0,0,0
210061,0,0,0,0,0,0,0,0,0,0
210062,0,0,0,0,0,0,0,0,0,0
210063,0,0,0,0,0,0,0,0,0,0
210064,18,18,18,18,18,18,18,18,18,18
210065,0,0,0,0,0,0,0,0,0,0
210066,11,11,11,11,11,11,11,11,11,11
210067,0,0,0,0,0,0,0,0,0,0
210068,0,0,0,0,0,0,0,0,0,0
210069,10,10,10,10,10,10,10,10,10,10
210070,40,40,40,40,40,40,40,40,40,40
210071,0,0,0,0,0,0,0,24,0,0
210072,0,0,0,0,0,0,0,0,0,0
210073,6,6,6,6,6,6,6,6,6,6
210074,23,23,23,23,23,23,23,23,23,23
210075,0,0,0,0,0,0,0,0,0,0
210076,0,0,0,0,0,0,0,0,0,0
210077,0,0,0,0,0,0,0,0,0,0
210079,21,21,21,21,21,21,21,21,21,21
210080,0,0,0,0,0,0,0,0,0,0
210081,0,0,0,0,0,0,0,0,0,0
210082,0,0,0,0,0,0,0,0,0,0
210083,9,9,9,9,9,9,9,9,9,9
210084,0,0,0,0,0,0,0,0,0,0
210085,16,21,13,6,18,26,5,28,18,25
210086,0,0,0,0,0,0,0,0,0,0
210087,0,0,0,0,0,0,0,0,0,0
210088,0,0,0,0,0,0,0,0,0,0
210089,20,20,20,20,20,20,20,20,20,20
210090,0,0,0,0,0,0,0,0,0,0
210091,0,0,0,0,0,0,0,0,0,0
210092,9,9,9,9,9,9,9,9,9,9
210093,0,0,0,0,0,0,0,0,0,0
210094,0,0,0,0,0,0,0,0,5,0
210095,0,15,0,0,0,0,0,0,0,0
210096,0,0,0,0,0,0,0,0,0,0
210097,0,0,0,0,0,0,0,0,0,0
210098,0,0,0,0,0,0,0,0,0,0
210099,0,0,0,0,0,0,0,0,0,0
210100,0,0,0,0,0,0,10,0,0,0
210101,18,0,0,0,0,0,0,0,17,0
210103,0,0,0,0,0,0,0,18,0,0
210104,0,0,0,0,0,0,0,0,0,0
210105,0,0,0,0,0,0,0,0,0,0
210106,0,0,0,0,0,0,0,0,0,0
210107,0,0,0,0,0,0,0,0,0,0
210108,22,22,22,22,22,22,22,22,22,22
210109,0,0,0,0,0,0,0,0,0,0
210110,0,0,0,0,0,0,0,0,0,0
210111,0,0,0,0,0,0,0,0,0,0
210113,0,0,0,0,0,0,0,0,0,0
210114,0,0,0,0,0,24,0,0,0,0
210115,0,0,0,0,0,0,0,0,0,0
210116,0,0,0,0,0,0,0,0,0,0
210117,0,0,0,0,0,0,18,0,0,0
210118,0,0,0,0,0,0,0,0,0,0
210119,0,0,0,0,0,0,0,0,0,0
210120,0,0,0,0,0,10,0,0,0,0
210121,0,0,12,0,0,0,0,13,2,0
210122,30,30,30,30,30,30,30,30,30,30
210123,0,0,0,0,0,0,0,0,0,0
210124,0,0,0,0,0,0,0,0,0,0
210125,0,0,0,0,0,0,0,0,0,0
210126,0,0,0,0,0,0,0,0,0,0
210127,0,0,0,0,0,0,0,0,0,0
210128,0,0,0,0,0,0,0,0,0,0
210129,20,5,0,0,0,0,0,0,0,0
210130,0,0,0,0,0,0,0,0,0,0
210131,0,0,0,0,0,0,0,0,0,0
210132,0,0,0,0,0,0,0,0,0,0
210133,0,0,0,0,0,0,0,0,0,0
210134,0,0,0,0,0,0,0,0,0,0
210135,0,0,0,0,0,0,0,0,0,0
210136,13,13,13,13,13,13,13,13,13,13
210137,0,0,0,0,0,0,0,0,0,0
210138,21,21,21,21,21,21,21,21,21,21
210139,0,0,0,0,0,0,0,0,0,0
210140,20,20,20,20,20,20,20,20,20,20
210141,4,4,4,4,4,4,4,4,4,4
210142,0,0,0,0,0,0,0,0,0,0
210143,0,0,0,0,0,0,0,0,0,16
210144,9,9,9,9,9,9,9,9,9,9
210145,0,0,0,0,0,0,0,0,0,0
210146,10,0,0,0,0,0,15,0,0,0
210147,0,0,0,0,0,0,0,0,0,0
210148,0,0,0,0,0,0,0,0,0,0
210149,0,0,0,0,0,0,0,0,0,0
210150,0,0,0,0,0,3,0,0,0,0
210151,0,0,0,0,0,0,0,0,0,0
210152,30,30,30,30,30,30,30,30,30,30
210153,0,0,0,0,0,0,0,0,0,0
210154,0,0,0,0,0,0,0,0,0,0
210155,0,0,0,0,0,0,0,0,0,0
210156,10,10,10,10,10,10,10,10,10,10
210157,0,2,0,0,0,0,0,0,0,0
210158,0,0,0,0,0,0,0,0,0,0
210159,6,6,6,6,6,6,18,6,6,6
210160,0,0,0,0,0,0,0,0,0,0
210161,0,0,0,0,0,0,0,0,0,0
210162,7,38,16,21,24,13,10,17,2,11
210163,0,0,13,0,0,0,0,0,0,0
210165,0,0,0,0,0,0,0,0,0,0
210166,0,0,0,0,0,0,0,0,0,0
210167,0,0,0,0,0,0,0,0,0,0
210168,3,13,7,30,26,7,31,21,32,20
210169,28,28,28,28,28,28,28,28,28,28
210170,0,0,0,0,0,0,0,0,12,0
210171,0,0,16,0,0,13,0,0,0,0
210172,0,0,0,0,0,0,0,0,0,0
210173,24,24,24,24,24,24,24,24,24,24
210174,0,0,0,0,0,0,0,0,0,0
210175,0,0,20,0,0,0,0,22,0,0
210176,0,0,0,0,0,0,0,0,0,0
210177,0,0,0,0,0,0,0,0,0,0
210178,0,0,0,0,0,0,0,0,0,0
210179,0,0,0,0,0,0,0,0,0,0
210180,0,0,0,0,0,0,0,0,0,0
210181,0,0,0,0,0,0,0,0,0,0
210182,0,0,0,0,12,0,0,0,0,0
210183,0,0,0,0,0,0,0,0,0,0
210184,0,0,0,0,0,0,0,0,0,0
210185,0,0,0,0,0,0,0,0,0,0
210186,0,0,0,0,0,0,0,0,0,0
210187,0,0,0,0,0,0,0,0,0,0
210188,0,0,0,0,0,0,3,0,0,0
210189,0,0,0,0,0,0,0,0,0,0
210190,0,0,0,0,0,0,0,0,0,0
210191,0,0,0,0,0,0,0,0,0,0
210192,0,0,0,0,0,0,0,0,0,7
210194,13,13,13,13,13,13,13,13,13,13
210195,0,0,0,0,0,0,0,0,0,0
210196,0,0,0,0,0,0,0,0,0,0
210197,0,0,0,0,23,0,0,0,0,0
210198,4,4,4,4,4,4,4,4,4,4
210199,2,2,2,2,2,2,2,2,2,2
210200,0,0,0,0,0,0,0,0,0,0
210201,0,0,0,0,0,0,0,0,0,0
210202,0,0,0,0,0,0,0,0,0,0
210203,0,0,0,0,0,0,0,0,0,0
210204,11,11,11,11,11,11,11,11,11,11
210205,0,0,0,0,0,0,0,0,0,0
210206,0,0,0,0,0,0,0,0,0,0
210207,0,0,0,0,0,0,0,0,0,0
210208,0,0,0,0,0,0,0,0,0,0
210209,0,0,0,0,0,0,16,0,0,0
210210,0,0,0,0,0,0,0,0,0,0
210211,40,40,40,40,40,40,40,40,40,40
210212,1,1,1,1,1,1,1,1,1,1
210213,0,0,0,0,0,0,0,0,0,0
210214,0,0,0,0,0,0,0,0,0,0
210215,19,19,19,19,19,19,19,19,19,19
210216,2,2,2,2,2,2,2,2,2,2
210217,0,0,0,0,0,0,0,0,0,0
210218,0,0,0,0,0,0,0,0,0,0
210219,0,0,0,0,0,0,0,0,0,0
210220,15,14,6,0,8,17,0,0,24,18
210221,0,0,0,0,42,0,0,0,0,0
210222,13,15,8,37,19,0,17,35,22,18
210223,0,0,0,0,0,0,0,0,0,0
210224,24,24,24,24,24,24,24,24,24,24
210225,25,25,25,25,25,25,25,25,25,25
210226,18,18,18,18,18,18,18,18,18,18
210228,0,0,0,0,0,0,0,0,0,0
210229,0,0,0,0,0,0,0,0,0,0
210230,0,0,0,0,0,0,0,0,0,0
210231,18,18,18,18,18,18,18,18,18,18
210232,0,18,3,8,0,0,9,0,0,10
210233,0,0,0,0,0,0,0,0,0,0
210234,0,0,0,0,0,0,0,0,0,0
210235,14,14,14,14,14,14,14,14,14,14
210236,0,0,0,0,0,0,0,0,0,0
210237,13,13,13,13,13,13,13,13,13,13
210238,0,0,0,0,0,0,0,0,0,0
210239,0,0,0,0,0,0,0,0,0,0
210240,21,0,0,0,0,0,0,0,0,0
210241,0,0,0,0,0,0,0,0,0,0
210242,0,0,0,0,0,0,0,0,0,0
210243,0,0,0,0,0,0,0,0,0,0
210244,0,0,0,0,0,0,0,0,0,0
210245,0,0,0,0,0,0,0,0,0,0
210246,17,17,17,17,17,17,17,17,17,17
210247,0,0,0,0,0,0,0,0,0,0
210248,15,0,0,0,0,0,0,0,0,0
210249,0,0,0,0,0,0,0,0,0,0
210250,2,2,2,2,2,2,2,2,2,2
210251,0,17,0,0,0,0,0,0,0,0
210252,12,12,12,12,12,12,12,12,21,12
210253,0,0,0,0,0,0,0,0,0,0
210254,0,0,0,0,0,0,0,0,0,0
210255,9,9,9,9,9,11,9,9,9,9
210256,0,19,0,0,0,21,0,0,0,0
210257,0,0,0,0,0,0,0,0,0,10
210258,0,6,0,0,0,0,0,0,0,0
210259,0,0,0,0,0,0,0,0,0,0
210260,0,0,0,0,0,0,0,0,0,0
210261,0,0,0,0,0,0,0,0,0,0
210262,0,0,0,0,0,0,0,0,0,0
210263,0,8,0,0,0,0,0,0,0,0
210264,2,0,0,0,0,0,0,0,0,0
210265,0,0,16,0,0,0,0,0,0,0
210266,22,22,22,22,22,22,22,22,22,22
210267,18,18,18,18,18,18,18,18,18,18
210268,0,0,0,0,0,0,0,0,0,0
210269,7,5,15,32,0,23,0,0,0,0
210270,0,0,0,0,0,0,0,0,0,0
210271,0,0,0,0,0,0,0,0,0,0
210272,0,10,0,0,0,12,0,0,20,0
210273,0,0,0,0,8,0,22,0,0,22
210274,0,0,0,0,0,5,0,0,0,0
210275,0,0,0,0,0,0,0,0,0,0
210276,0,0,0,0,0,0,0,0,0,0
210277,0,0,0,10,0,0,0,17,0,32
210278,0,0,0,0,0,0,0,0,0,0
210279,0,0,0,0,0,0,0,0,0,0
210280,0,0,0,0,0,0,12,0,0,0
210281,0,0,0,0,0,0,0,0,0,0
210282,10,21,11,11,8,9,20,30,19,25
210283,0,0,0,0,0,0,0,0,0,0
210284,10,10,10,10,10,10,10,10,10,10
210285,0,0,0,0,9,0,0,0,0,0
210286,0,0,0,8,0,0,27,0,0,0
210287,0,21,16,17,0,0,0,0,10,11
210288,0,0,0,0,0,0,0,0,0,0
210289,0,0,0,0,0,0,0,0,0,0
210290,7,7,7,7,7,7,7,7,7,7
210291,0,0,0,0,0,0,0,0,0,0
210292,0,0,0,0,0,0,0,0,0,0
210293,18,0,7,0,0,0,0,0,0,0
210294,3,3,3,3,3,3,3,3,3,3
210295,0,0,0,0,0,0,0,0,0,0
210296,23,23,23,23,23,23,23,23,23,23
210297,13,12,18,9,11,15,33,0,16,20
210298,20,20,20,20,20,20,20,20,20,20
210299,8,8,8,8,8,8,8,8,8,8
210300,0,0,0,0,0,0,0,0,0,0
210301,0,0,0,0,0,0,0,0,0,0
210302,0,0,0,0,0,0,0,0,0,0
210303,0,0,0,0,0,0,0,0,0,0
210304,0,15,0,0,0,0,0,0,0,0
210305,0,0,0,0,0,0,0,0,0,0
210306,0,0,0,0,0,0,0,0,0,0
210307,0,0,0,0,0,0,0,0,0,0
210308,0,0,0,0,0,0,0,0,0,0
210309,0,0,0,0,0,0,0,0,0,0
210311,24,24,24,24,24,24,24,24,24,24
210312,0,0,0,0,0,0,0,0,0,0
210313,0,0,0,0,0,0,0,0,0,0
210314,0,0,0,0,26,0,11,12,0,0
210315,0,0,0,0,0,0,0,0,12,0
210316,5,5,5,5,5,5,5,5,5,5
210317,0,0,0,0,0,0,0,0,0,0
210318,6,24,6,6,6,6,6,6,6,6
210319,0,0,0,0,0,0,0,0,0,0
210320,0,0,0,0,0,0,0,0,0,0
210321,0,0,0,0,0,0,0,0,0,0
210322,20,0,0,20,0,0,0,0,0,0
210323,0,0,0,0,0,0,0,0,0,0
210324,24,24,24,24,24,24,24,24,24,24
210325,26,26,26,26,26,26,26,26,26,26
210326,19,19,19,19,19,19,19,19,19,19
210327,0,0,0,0,0,0,0,0,0,0
210328,4,4,4,4,4,4,4,4,4,4
210329,0,0,0,0,0,0,0,0,0,0
210330,0,0,0,0,0,0,0,0,0,0
210331,0,0,0,0,0,0,0,0,0,0
210332,0,0,0,0,0,0,0,0,0,0
210333,0,0,0,0,0,0,0,0,0,0
210334,0,0,0,6,0,0,0,0,0,0
210335,0,0,0,0,0,0,0,0,0,0
210336,0,0,0,8,0,0,0,0,0,0
210337,0,0,0,0,0,0,0,0,0,0
210338,0,0,0,0,0,0,0,0,0,0
210339,0,0,0,0,0,0,0,0,0,0
210340,1,1,1,1,1,1,1,1,1,1
210341,0,0,0,0,0,0,0,0,0,0
210342,0,0,0,0,0,0,0,0,0,0
210343,0,0,19,0,0,0,0,0,0,0
210344,25,9,9,49,9,9,9,20,9,9
210345,0,0,0,0,0,0,0,0,0,0
210346,0,0,0,0,0,0,0,0,0,0
210347,0,0,0,0,0,0,0,0,0,0
210349,0,0,0,0,0,0,0,0,0,0
210350,0,11,12,24,28,7,33,18,13,23
210351,0,0,0,0,0,0,0,0,0,0
210352,0,0,0,0,0,0,0,0,0,0
210353,0,0,0,0,0,0,0,0,0,0
210354,0,0,0,0,0,0,0,0,3,0
210355,0,0,0,0,0,0,0,0,0,0
210356,0,0,0,0,0,0,0,0,0,0
210357,0,0,0,0,18,0,0,0,0,0
210358,0,0,0,0,0,0,0,0,0,0
210359,0,0,0,0,0,0,0,0,0,0
210360,8,8,8,8,8,8,8,8,8,8
210361,0,0,0,0,0,0,0,0,0,0
210362,4,0,0,0,0,0,0,0,0,0
210363,0,0,0,0,0,0,0,0,0,0
210364,0,0,0,0,0,0,0,0,0,0
210365,0,0,0,0,0,0,0,0,0,0
210366,0,0,0,0,0,0,0,0,0,0
210367,0,0,0,0,0,0,0,0,0,0
210368,0,15,17,0,0,0,21,15,0,0
210369,0,0,0,0,0,0,0,0,0,16
210370,0,0,0,0,0,0,0,0,0,0
210371,0,0,0,0,0,0,0,0,0,0
210372,0,0,0,0,0,0,0,0,0,0
210373,0,0,0,0,0,0,0,0,0,0
210374,0,0,0,0,0,0,0,0,0,0
210375,0,0,0,0,0,0,0,0,0,0
210376,0,0,0,0,0,0,0,0,0,0
210377,0,0,0,0,0,0,0,0,0,0
210378,49,49,49,49,49,49,49,49,49,49
210379,0,0,0,0,0,0,0,0,0,0
210380,20,20,20,20,20,20,20,20,20,20
210381,0,0,0,0,0,0,0,0,0,0
210382,0,0,31,0,0,0,0,19,0,0
210383,0,0,0,0,0,0,0,0,0,0
210384,5,5,5,5,5,5,5,5,5,35
210385,0,0,0,0,0,0,0,0,0,0
210386,16,0,0,0,0,0,0,0,0,0
210387,0,0,0,0,0,0,0,0,0,0
210388,0,0,0,0,0,0,0,0,0,0
210389,23,23,23,23,23,23,23,23,23,23
210390,0,0,0,0,0,0,0,0,0,0
210391,0,0,0,0,0,0,0,0,0,0
210392,0,0,0,0,0,0,0,0,0,0
210393,0,0,0,0,0,0,0,0,18,0
210394,0,0,0,0,0,0,0,0,0,0
210395,0,0,0,0,0,0,0,0,0,0
210396,0,0,0,0,0,0,0,0,0,0
210397,0,0,0,0,0,0,0,0,0,0
210398,0,0,0,0,0,0,0,0,0,0
210399,0,0,0,0,0,0,0,0,0,0
210400,0,0,0,0,0,0,0,0,0,0
210401,0,0,0,0,0,0,0,0,0,0
210402,0,0,0,0,0,0,0,0,0,0
210403,0,15,0,20,0,0,0,0,0,15
210404,23,23,23,23,23,23,23,23,23,23
210405,0,0,0,0,0,0,0,0,0,0
210406,0,21,0,0,16,0,0,0,15,0
210407,0,0,14,0,11,19,0,0,0,0
210408,0,0,7,0,0,0,0,0,0,0
210409,0,0,0,0,0,0,0,0,0,0
210410,0,0,0,0,0,0,0,0,0,0
210411,0,0,0,0,0,0,11,21,7,0
210412,11,11,11,11,11,11,11,11,11,11
210413,0,0,0,0,0,0,0,0,0,0
210414,0,0,0,0,0,0,0,0,0,0
210415,0,0,0,0,0,0,0,0,0,0
210416,0,0,0,0,0,0,0,0,0,0
210417,19,19,19,19,19,19,19,19,19,19
210418,0,0,0,0,0,0,0,0,0,0
210419,0,0,0,0,0,0,0,0,0,0
210420,0,0,0,0,0,0,17,0,0,0
210421,10,27,19,12,17,9,0,18,12,22
210422,0,0,0,0,0,0,0,0,0,0
210423,0,0,0,0,0,0,0,0,0,0
210424,0,0,0,0,0,0,0,0,0,0
210425,0,0,0,0,0,0,0,0,0,0
210426,0,0,0,0,0,0,0,0,0,0
210427,0,0,0,0,15,29,0,0,10,0
210428,0,0,0,0,0,0,0,0,0,0
210429,0,0,0,0,0,0,0,0,0,0
210430,0,0,0,0,0,0,0,0,0,0
210431,0,7,0,0,0,0,0,0,0,0
210432,0,0,0,0,0,0,0,0,0,0
210433,0,0,0,0,0,0,0,0,0,0
210434,21,4,18,0,19,14,0,6,0,18
210435,0,0,0,0,0,0,0,0,0,0
210436,0,0,0,0,0,0,0,0,0,0
210437,0,0,0,0,0,0,0,0,0,0
210438,3,3,3,3,3,3,3,3,3,3
210439,0,0,10,0,0,0,0,0,0,0
210440,0,0,0,0,0,0,0,0,27,0
210441,0,0,0,0,0,0,0,0,0,0
210442,0,0,0,0,0,0,0,0,0,0
210443,6,0,0,10,0,0,0,0,0,11
210444,0,7,0,0,0,0,0,0,0,0
210445,0,0,0,0,0,9,0,0,20,0
210446,0,0,0,0,0,0,0,0,0,0
210447,0,0,0,0,0,0,0,0,0,0
210448,0,0,0,12,0,0,11,0,0,0
210449,0,0,0,0,0,0,0,0,0,0
210450,0,0,0,0,0,0,0,0,0,6
210451,3,3,3,3,3,3,3,3,3,3
210452,4,4,4,4,4,4,4,4,4,4
210453,9,9,9,9,9,9,9,9,9,9
210454,14,14,14,14,14,14,14,14,14,14
210455,2,2,2,2,2,2,2,2,2,2
210456,0,0,0,0,0,0,0,0,0,0
210457,16,16,16,16,16,16,16,16,16,16
210458,0,0,0,0,0,0,0,0,0,0
210459,0,0,0,0,0,0,0,0,0,0
210460,0,0,0,0,0,0,0,0,0,0
210461,0,0,0,0,0,0,0,0,0,0
210462,0,0,0,0,0,0,0,0,0,0
210463,16,0,0,0,0,0,26,15,0,0
210464,0,0,0,0,0,0,0,0,0,0
210465,0,0,0,0,0,0,0,0,0,0
210466,16,0,0,0,0,19,0,0,0,0
210467,0,0,0,0,0,0,18,0,0,0
210468,0,0,0,0,0,0,0,0,0,0
210469,0,0,0,0,0,0,0,0,0,0
210470,0,0,0,0,0,0,0,0,0,0
210471,0,0,0,0,0,0,0,0,0,0
210472,0,0,0,6,14,0,0,0,0,0
210473,0,0,0,0,0,0,0,0,0,0
210474,0,0,0,0,0,0,0,0,0,0
210475,0,0,0,0,0,0,0,0,0,0
210476,0,0,0,0,0,0,0,0,0,0
210477,0,0,0,0,0,0,5,0,0,0
210478,0,0,0,0,0,0,0,0,0,0
210479,15,11,15,16,15,26,17,6,21,22
210480,0,0,0,0,0,0,0,0,0,0
210481,16,0,0,0,0,0,0,0,30,22
210482,0,0,0,0,0,0,8,0,0,0
210483,0,0,26,0,0,0,0,0,0,34
210484,32,32,32,32,32,32,32,32,32,32
210485,0,0,0,0,0,0,0,0,0,0
210486,0,0,0,0,0,0,0,0,0,0
210487,22,22,22,22,22,22,22,22,22,22
210488,0,0,0,0,0,0,0,0,0,0
210489,21,21,21,21,21,21,21,21,21,21
210490,0,0,0,0,0,0,0,0,0,0
210491,0,0,0,0,0,15,0,0,0,0
210492,0,0,0,0,0,0,0,0,0,0
210493,0,0,0,0,0,0,0,0,0,0
210494,0,0,0,0,0,0,0,0,0,0
210495,0,0,0,0,0,0,0,0,0,0
210496,0,0,0,0,0,0,0,0,0,0
210497,0,0,0,0,0,0,0,0,0,0
210498,0,0,0,15,13,8,11,3,0,11
210499,0,0,0,0,0,23,0,0,0,0
210500,0,16,0,0,0,0,0,0,18,0
210501,0,0,0,0,0,0,0,0,0,0
210502,0,0,0,0,0,0,0,0,0,10
210503,0,0,0,0,0,0,0,0,7,0
210504,14,22,6,21,22,22,7,11,13,8
210505,0,0,0,0,0,0,0,0,0,0
210506,0,0,0,0,0,0,0,0,0,0
210507,40,40,40,40,40,40,40,40,40,40
210508,0,0,0,0,0,0,0,0,0,0
210509,17,17,17,17,17,17,17,17,17,17
210510,0,14,13,17,0,0,0,0,0,21
210511,0,0,0,0,0,0,0,0,0,0
210512,21,21,21,21,21,21,21,21,21,21
210513,0,0,0,0,0,0,0,0,0,0
210514,0,0,0,0,0,0,0,0,0,0
210515,18,18,18,18,18,18,18,18,18,18
210516,0,0,0,11,0,0,0,0,18,22
210517,0,0,0,25,0,0,0,0,0,17
210518,11,11,11,11,11,11,11,11,11,11
210519,0,0,0,0,0,0,0,0,0,0
210520,10,10,10,10,10,10,10,10,10,10
210521,0,0,0,0,0,0,0,0,0,0
210522,0,0,0,14,0,0,24,0,0,0
210523,0,0,0,0,0,15,0,0,0,0
210524,0,0,0,0,0,0,0,0,0,0
210525,0,0,0,0,0,0,0,0,0,0
210526,35,0,0,28,17,25,0,0,21,0
210527,0,0,0,0,0,0,0,0,0,0
210528,0,0,0,0,0,0,0,0,0,0
210529,0,0,0,0,0,0,0,0,0,0
210530,0,0,0,0,0,0,0,0,0,0
210531,21,16,13,20,35,10,19,40,26,34
210532,0,0,0,0,0,0,0,0,0,0
210533,30,30,30,30,30,30,30,30,30,30
210534,0,0,0,0,0,9,0,0,0,17
210535,0,0,0,0,0,0,0,0,0,0
210536,0,0,0,0,0,0,0,0,0,0
210537,0,0,0,0,0,0,0,0,0,0
210538,0,0,0,0,0,0,0,0,0,0
210539,0,0,0,0,0,0,0,0,0,0
210540,15,15,15,15,15,15,15,15,15,15
210541,0,0,0,0,0,0,0,0,0,0
210542,0,0,0,0,0,0,0,0,0,0
210543,0,0,0,0,0,0,0,0,0,0
210544,0,0,0,0,0,0,0,0,0,0
210545,0,0,0,0,0,0,0,0,0,0
210546,4,0,0,21,0,0,0,0,0,0
210547,0,0,0,0,0,0,0,0,0,0
210548,0,0,0,0,0,0,0,0,0,0
210549,0,0,5,0,17,0,0,0,0,35
210550,0,0,12,7,0,0,0,0,0,0
210551,10,10,10,10,10,10,10,10,10,10
210552,0,0,0,0,0,0,0,0,0,0
210553,0,0,0,0,0,0,0,0,0,0
210554,0,0,0,0,0,0,0,0,0,0
210555,0,0,0,0,0,0,0,0,0,0
210556,0,0,0,0,0,14,0,0,0,37
210557,0,0,0,0,0,0,0,0,0,0
210558,0,0,0,0,0,0,0,0,0,0
210559,0,0,0,0,0,0,0,0,0,0
210560,14,14,14,14,14,14,14,14,14,14
210561,0,0,0,0,0,0,0,0,0,0
210562,0,0,0,0,0,0,0,0,0,0
210563,14,14,14,14,14,14,14,14,14,14
210564,0,0,0,0,0,0,0,0,0,0
210565,0,0,0,0,0,0,0,0,0,0
210566,0,0,0,0,0,0,0,0,0,0
210567,19,0,0,0,0,0,0,0,0,0
210568,0,0,0,0,0,0,0,0,19,0
210569,0,0,0,0,0,0,0,0,0,0
210570,23,0,0,0,0,0,21,0,0,9
210571,7,7,7,7,7,7,7,7,7,7
210572,0,0,0,0,0,0,0,0,0,0
210573,0,0,0,0,0,0,0,0,0,0
210574,0,0,0,0,0,0,0,0,0,0
210575,0,0,0,0,0,0,0,0,0,0
210576,0,0,0,0,0,0,0,0,0,0
210577,0,0,0,0,0,0,0,0,0,0
210578,0,0,0,0,0,0,0,0,0,0
210579,0,0,0,0,0,0,0,0,0,0
210580,0,0,0,0,0,0,0,0,0,0
210581,20,20,20,20,20,20,20,20,20,20
210582,0,0,0,0,0,0,0,0,0,9
210583,0,0,0,0,0,0,0,0,0,0
210584,6,4,25,29,15,14,13,18,12,11
210585,0,0,14,0,0,11,0,8,0,0
210586,0,0,0,0,0,0,0,0,0,0
210587,0,0,0,0,0,0,0,0,0,0
210588,0,0,0,0,0,0,0,0,0,0
210589,0,0,0,0,0,0,0,0,0,0
210590,19,19,19,19,19,19,19,19,19,19
210591,0,0,0,0,0,0,0,0,0,0
210592,0,0,0,0,0,0,0,0,0,0
210593,0,0,0,5,16,0,0,10,0,10
210594,0,14,0,0,0,0,0,22,0,0
210595,0,0,0,0,0,0,0,0,0,0
210596,0,0,0,0,0,0,0,0,0,0
210597,0,0,0,0,0,0,15,0,0,0
210598,0,0,0,0,0,0,0,0,0,0
210599,0,0,0,0,0,0,0,0,0,0
210600,0,0,0,0,0,0,0,0,0,0
210601,0,0,0,0,0,0,0,0,0,0
210602,0,0,0,0,0,0,0,0,0,0
210603,0,0,0,0,0,0,0,0,0,0
210604,0,0,0,0,0,0,0,0,0,0
210605,0,0,0,0,0,0,0,0,0,0
210606,0,0,0,0,0,0,0,0,0,0
210607,10,0,15,0,4,19,0,0,0,0
210608,0,0,0,0,0,0,0,0,0,0
210609,0,0,0,0,0,0,0,0,0,0
210610,6,6,6,6,6,6,6,6,6,6
210611,0,0,0,0,0,0,0,0,0,0
210612,0,0,0,0,0,0,0,0,0,0
210613,0,0,0,0,0,0,0,0,0,0
210614,0,0,0,0,0,0,0,0,0,0
210615,20,20,20,20,20,20,20,20,20,20
210616,0,0,3,0,0,0,0,0,0,0
210617,0,0,0,0,0,0,0,11,0,0
210618,29,29,29,29,29,29,29,29,29,29
210619,20,20,20,20,20,20,20,20,20,20
210620,0,0,0,0,0,0,0,0,0,0
210621,0,0,0,0,0,0,0,0,0,0
210622,0,0,0,0,0,0,0,0,0,0
210623,0,0,0,0,0,0,0,0,0,0
210624,0,0,0,0,0,0,0,0,0,0
210625,17,17,17,17,17,17,17,17,17,17
210626,0,0,0,0,0,0,0,0,0,0
210627,0,0,0,0,0,0,0,0,0,0
210628,16,0,0,0,0,0,0,0,0,0
210629,0,0,0,0,0,0,0,0,0,0
210630,0,0,0,0,0,0,0,0,0,0
210631,0,0,0,0,0,0,0,0,0,0
210632,17,4,4,4,4,4,13,4,4,4
210633,0,0,0,0,0,0,0,0,0,21
210634,0,0,17,0,0,0,0,0,0,13
210635,0,0,8,0,0,0,0,0,0,22
210636,0,0,0,0,0,0,0,0,0,0
210637,0,0,0,0,0,0,0,0,0,0
210638,0,0,0,0,0,0,0,0,0,0
210639,0,0,0,0,0,0,0,0,0,0
210640,0,0,0,0,0,0,0,0,0,0
210641,0,10,0,0,0,0,0,0,0,0
210642,0,0,0,0,0,0,0,0,0,0
210643,0,0,16,0,0,0,0,0,0,0
210644,14,14,14,14,14,14,14,14,19,14
210645,0,0,0,0,0,11,0,0,0,0
210646,0,0,0,0,0,0,0,0,0,0
210647,0,0,0,0,28,0,13,0,5,0
210648,0,0,0,33,0,0,0,0,0,0
210649,0,0,0,0,0,0,0,0,0,0
210650,0,0,0,0,0,0,4,31,17,0
210651,0,0,0,0,0,0,0,0,0,13
210652,0,0,0,0,0,0,0,0,0,0
210653,0,21,0,0,0,0,0,0,0,8
210654,0,0,0,0,0,0,0,0,0,0
210655,7,7,7,7,7,7,7,7,7,7
210656,0,0,0,0,0,0,0,0,0,0
210657,17,17,17,17,17,20,17,17,17,17
210658,10,14,35,15,13,30,16,0,22,11
210659,0,0,0,0,0,0,0,0,0,0
210660,24,32,16,7,32,7,20,23,14,29
210661,2,2,2,2,2,2,2,2,2,2
210662,14,14,14,14,14,14,14,14,14,14
210663,18,18,18,18,18,18,18,18,18,18
210664,0,0,0,0,0,0,0,0,0,0
210665,12,22,16,5,15,18,9,17,25,19
