ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
122457,0,0,0,0,0,0,0,0,0,0
122458,16,16,16,16,16,16,16,16,16,16
122459,14,0,0,17,0,0,0,16,16,30
122460,0,0,14,0,0,0,39,0,0,0
122461,0,0,0,0,0,0,0,0,0,0
122463,0,0,0,0,0,0,0,0,0,0
122464,0,0,0,0,0,0,0,0,0,0
122465,12,12,12,12,12,12,12,12,12,12
122466,0,0,0,0,0,0,0,0,0,0
122467,0,0,0,0,0,12,0,0,9,0
122468,20,20,20,20,20,20,20,20,20,20
122469,0,0,0,0,0,0,0,0,0,0
122470,18,0,0,18,0,9,22,4,0,7
122471,0,0,0,0,0,0,0,0,0,0
122472,0,0,0,0,0,0,0,0,0,0
122473,0,0,0,0,0,0,0,0,0,0
122474,13,13,13,13,13,13,13,13,13,13
122475,29,29,29,29,29,29,29,29,29,29
122476,0,0,0,0,7,0,0,0,10,0
122477,12,12,12,12,12,12,12,12,12,12
122478,18,18,18,18,18,18,18,18,18,18
122479,26,26,26,26,26,26,26,26,26,26
122480,0,0,0,0,0,0,0,0,0,0
122481,0,0,0,0,0,0,0,0,0,0
122482,0,0,0,0,0,0,0,0,0,0
122483,0,0,0,0,0,0,0,0,0,0
122484,9,9,9,9,9,9,17,9,9,9
122485,0,0,0,0,19,0,0,0,0,16
122486,0,0,0,0,12,0,0,0,0,0
122487,0,0,0,0,0,0,0,0,0,0
122488,0,0,0,0,30,0,0,0,0,0
122489,0,0,0,0,0,0,0,0,0,0
122490,16,0,0,0,6,0,20,0,0,0
122492,16,16,16,16,16,16,16,16,16,16
122493,0,0,0,0,0,0,0,0,0,0
122494,0,0,12,0,0,7,7,0,0,30
122495,18,9,15,14,11,10,0,0,17,0
122496,0,0,0,27,0,0,0,0,0,19
122497,0,0,0,0,0,0,0,0,0,0
122498,22,22,22,22,22,22,22,22,22,22
122499,0,0,0,0,0,0,0,0,0,0
122500,0,0,0,0,0,0,17,0,0,0
122501,10,10,10,10,10,10,10,10,10,10
122502,0,0,0,14,0,0,0,0,14,0
122504,12,12,18,12,12,12,12,12,12,12
122505,11,0,8,17,0,4,6,22,20,40
122506,0,0,0,0,0,0,0,0,0,0
122507,0,0,0,0,0,14,0,0,0,0
122508,27,27,27,27,27,27,27,27,27,27
122509,26,26,26,26,26,26,26,26,26,26
122511,0,0,18,9,22,16,0,25,16,0
122512,0,0,0,0,0,0,0,12,0,0
122513,0,0,0,0,0,0,0,0,0,0
122514,0,0,0,0,0,0,0,0,0,0
122515,0,0,0,0,0,0,0,0,0,0
122516,0,0,0,0,0,0,0,0,0,0
122517,18,20,0,0,0,0,16,0,0,0
122518,0,0,0,0,0,0,0,0,0,0
122519,0,22,0,0,0,0,0,0,0,0
122521,0,0,0,0,0,0,0,0,0,0
122522,0,0,17,22,0,0,0,0,0,0
122523,21,21,21,21,21,21,21,21,21,21
122524,13,13,13,13,13,13,13,13,13,13
122525,0,0,0,0,0,0,0,0,0,0
122526,0,0,0,0,0,0,0,0,0,0
122527,0,0,0,0,0,0,0,0,0,0
122528,0,0,0,0,14,0,0,0,0,0
122529,0,0,0,18,0,0,0,0,0,0
122530,0,0,0,0,0,0,0,0,14,0
122531,0,0,0,0,0,0,11,0,0,0
122532,0,0,0,0,0,0,11,0,0,0
122534,6,0,0,0,0,0,15,0,0,0
122535,0,0,0,15,0,0,0,0,0,0
122536,0,0,0,0,0,0,0,0,0,0
122537,0,0,0,0,15,0,15,18,0,0
122538,0,0,0,0,0,0,0,0,0,0
122539,0,0,0,0,0,0,0,0,0,0
122541,0,0,0,0,0,0,0,0,0,0
122542,0,0,0,0,0,0,0,0,0,0
122543,0,0,0,0,0,0,0,0,0,0
122544,0,0,0,0,0,0,20,0,0,13
122545,22,0,0,13,0,0,0,0,0,12
122546,0,0,0,0,0,0,0,0,0,0
122547,21,14,14,14,14,14,14,14,14,14
122548,3,3,3,3,3,3,3,3,3,3
122549,0,0,0,0,0,0,0,0,0,0
122550,0,0,0,0,0,0,0,0,0,0
122551,0,0,0,10,0,0,22,0,0,0
122552,17,17,17,17,17,17,17,17,17,17
122553,0,30,0,0,0,0,0,0,0,0
122554,0,0,0,0,0,0,0,0,0,0
122555,0,0,0,0,0,0,0,0,0,0
122556,0,0,0,0,0,0,9,8,0,0
122557,0,0,0,0,0,0,0,0,0,0
122558,0,0,0,0,0,0,0,0,0,0
122559,0,0,0,0,0,0,2,0,0,0
122560,17,17,17,17,17,17,17,17,17,17
122561,0,0,0,0,0,0,0,0,16,0
122562,0,0,0,0,0,0,0,0,0,0
122563,17,0,25,0,0,0,0,0,0,0
122564,2,2,2,2,2,30,23,2,2,2
122565,0,0,0,0,0,0,0,0,0,0
122566,21,21,21,21,21,21,21,21,21,21
122567,0,0,0,9,0,0,19,0,22,12
122568,16,0,0,0,11,0,16,0,0,0
122569,0,0,0,0,0,0,0,0,0,0
122570,0,0,0,0,0,0,0,0,0,0
122571,0,0,0,0,0,0,0,0,0,0
122572,0,0,23,0,0,0,0,0,0,0
122573,0,0,0,0,0,0,0,0,0,0
122574,0,15,0,5,0,0,0,0,0,0
122575,0,0,0,0,0,0,0,0,0,0
122577,20,11,0,0,0,0,0,0,0,16
122578,0,0,0,0,0,0,0,0,0,0
122580,22,22,22,22,22,22,22,22,22,22
122581,16,16,16,16,16,16,16,16,16,16
122582,0,0,0,0,0,0,0,0,0,0
122583,0,0,0,0,0,0,0,0,0,0
122584,0,0,0,0,3,0,0,0,15,0
122586,0,0,0,0,0,0,0,0,0,0
122587,0,15,3,0,25,0,0,0,0,0
122588,0,18,0,0,0,0,0,0,20,0
122589,38,16,20,16,16,16,16,16,16,19
122590,0,0,0,0,0,0,0,0,0,0
122591,0,0,0,0,0,0,0,0,18,0
122592,0,0,0,0,0,0,0,0,0,0
122593,0,0,21,0,0,0,0,0,0,0
122594,0,0,0,0,26,0,0,31,3,15
122595,0,0,0,0,0,0,0,0,0,0
122596,0,0,0,0,0,0,0,0,0,0
122597,0,0,0,0,0,0,0,0,0,0
122598,49,49,49,49,49,49,49,49,49,49
122600,0,0,0,0,0,0,0,0,0,0
122601,0,0,0,0,0,0,0,11,0,0
122602,27,0,6,0,0,0,8,0,0,0
122603,23,14,23,18,0,28,0,21,0,27
122604,2,23,2,9,2,2,2,2,2,2
122605,0,0,0,0,0,0,0,0,0,0
122606,0,0,0,14,0,8,0,0,14,0
122607,21,0,0,18,0,0,0,18,25,26
122608,0,0,0,0,0,0,0,0,0,0
122609,0,14,0,0,0,0,0,12,0,0
122610,0,0,0,0,0,0,23,0,0,0
122611,0,0,0,0,0,0,0,0,0,0
122612,15,15,15,15,15,16,15,15,15,16
122613,2,2,2,2,2,5,2,2,2,2
122614,15,15,15,15,15,15,15,15,15,15
122615,0,0,0,0,0,0,0,0,0,0
122616,0,0,0,0,0,0,14,0,0,27
122617,0,0,15,0,23,22,19,23,0,0
122618,0,0,0,0,0,0,0,0,0,0
122619,0,0,0,0,0,0,0,0,0,0
122620,11,11,11,11,11,11,11,11,11,11
122621,23,23,23,23,23,23,23,23,23,23
122622,9,41,5,14,0,22,28,5,7,12
122623,0,0,0,0,0,0,0,0,0,0
122624,11,0,0,16,3,28,13,14,11,7
122625,0,0,0,0,0,0,0,0,0,0
122626,0,0,0,0,0,0,0,0,0,0
122627,0,0,0,0,0,0,0,0,0,0
122628,14,14,14,14,14,14,14,14,14,14
122629,11,11,11,11,11,11,11,11,11,11
122630,0,0,0,0,10,0,0,0,0,0
122631,5,0,0,0,0,0,11,0,27,0
122632,1,1,1,1,1,1,1,1,3,1
122635,0,0,0,0,0,0,0,0,0,0
122636,0,0,0,0,0,0,0,0,0,0
122637,0,0,0,0,0,0,0,0,20,0
122639,0,0,0,0,0,0,0,0,0,0
122641,0,0,0,0,0,0,0,0,0,0
122642,26,26,26,26,26,26,26,26,26,26
122644,0,0,0,0,0,0,0,0,0,0
122645,0,0,0,0,0,0,0,0,0,19
122646,0,0,0,0,7,0,0,0,0,0
122647,0,0,0,0,0,0,0,0,0,0
122649,2,0,5,5,7,4,0,0,0,14
122650,0,0,0,0,0,0,0,0,0,0
122651,0,0,0,0,0,0,0,0,0,0
122652,0,0,0,0,0,0,0,0,0,0
122653,0,0,0,0,0,0,0,28,0,11
122654,0,19,0,15,0,0,0,0,0,11
122656,0,0,0,0,0,0,0,0,0,0
122657,11,11,11,11,11,11,11,11,11,11
122658,0,0,0,0,0,0,0,0,0,0
122659,0,0,0,0,0,0,0,0,0,0
122661,0,0,0,22,0,0,0,0,0,0
122662,0,0,0,0,0,0,0,0,0,0
122663,14,0,0,0,0,0,0,0,0,0
122664,0,0,0,33,0,0,0,15,0,0
122665,13,13,13,13,13,13,13,13,13,13
122666,14,14,14,14,14,14,14,14,14,14
122667,17,17,17,17,17,17,17,17,17,17
122668,0,14,0,21,0,0,0,9,11,9
122669,0,0,0,0,0,0,0,0,0,0
122670,25,25,25,25,25,25,25,25,25,25
122671,16,16,16,16,16,16,16,16,16,19
122672,0,0,0,0,0,0,0,0,0,0
122673,0,0,0,0,0,0,0,0,0,19
122674,0,0,0,0,0,0,0,0,0,0
122675,25,0,0,0,24,0,0,0,0,0
122676,8,0,0,0,0,0,0,0,0,0
122677,0,7,5,14,0,20,10,23,0,15
122678,8,8,8,8,8,8,8,8,8,8
122679,0,0,0,0,0,0,0,0,0,0
122680,0,0,0,0,4,0,0,0,0,0
122681,0,23,23,0,0,16,0,0,23,23
122682,0,0,0,13,10,0,0,0,0,0
122683,26,0,0,0,0,0,0,0,0,0
122684,27,27,27,27,27,27,27,27,27,27
122685,0,0,0,0,0,0,0,0,0,0
122686,0,0,0,0,0,0,0,0,32,14
122687,0,6,10,0,13,0,11,0,0,0
122688,0,0,0,0,0,1,0,0,0,0
122689,0,0,0,0,0,0,0,0,0,0
122690,0,0,0,0,0,0,0,0,0,0
122691,0,0,0,0,0,0,0,0,0,0
122692,20,20,20,20,20,20,20,20,20,20
122693,0,10,0,12,0,7,11,11,15,5
122694,8,6,0,0,0,0,0,0,0,0
122695,25,0,0,0,0,0,0,25,0,0
122696,0,24,10,32,0,0,0,0,0,0
122697,0,0,0,0,0,0,0,0,0,0
122698,19,0,0,0,0,0,0,0,20,0
122699,0,0,0,0,0,0,0,0,0,0
122700,0,0,0,0,0,3,0,0,0,0
122701,5,5,5,5,5,5,5,5,5,5
122702,21,13,38,16,26,4,0,6,35,11
122703,10,30,14,19,7,15,8,4,21,19
122704,15,0,0,0,0,17,0,0,0,0
122705,12,12,12,12,12,12,12,12,12,12
122706,5,5,5,5,5,5,5,5,5,5
122707,16,16,16,16,16,16,16,16,16,16
122708,0,0,0,23,0,0,0,0,0,21
122710,13,21,13,18,0,24,18,11,13,12
122711,0,0,0,0,0,18,0,0,0,0
122712,16,0,0,0,0,0,0,0,12,8
122713,0,0,0,0,0,0,0,20,0,0
122714,0,28,20,21,5,22,18,17,0,30
122715,0,0,11,0,0,0,0,0,0,0
122717,3,3,3,3,3,3,3,3,3,3
122718,0,0,0,0,0,0,0,0,0,0
122719,0,0,0,0,9,0,0,0,0,0
122720,0,0,0,0,0,0,0,0,0,0
122721,26,26,26,26,26,26,26,26,26,26
122722,0,0,0,0,0,0,0,0,0,0
122723,0,0,0,0,0,0,0,0,0,0
122724,0,0,0,11,4,2,18,4,0,0
122725,15,0,0,0,17,0,0,0,0,0
122726,39,7,0,20,0,0,0,0,6,0
122727,0,0,0,6,0,0,43,0,0,20
122728,0,0,0,0,0,11,18,0,0,8
122729,0,0,0,0,0,14,0,0,0,0
122730,0,0,0,0,0,0,0,23,0,8
122731,0,0,22,0,0,0,0,0,0,10
122733,10,0,0,13,0,0,0,0,0,0
122734,0,14,0,0,0,16,0,0,0,0
122735,0,0,0,0,0,11,0,0,0,0
122736,0,0,0,0,0,0,0,0,0,0
122737,0,0,0,0,0,0,0,0,0,0
122738,15,15,15,15,15,15,15,15,15,15
122739,0,0,0,0,0,17,0,0,0,0
122740,0,0,0,0,0,0,0,0,0,0
122741,29,0,6,0,8,0,0,9,5,0
122742,0,0,0,0,0,0,0,0,0,0
122743,0,0,0,0,0,0,19,0,0,0
122744,7,7,7,7,7,7,7,7,7,7
122745,20,11,16,20,18,14,30,11,22,6
122746,13,13,13,13,13,13,13,13,13,13
122747,2,2,2,2,2,2,2,2,2,2
122748,0,0,0,0,0,0,0,0,0,0
122749,0,0,0,0,0,0,0,0,0,0
122750,0,0,0,0,0,0,0,0,0,0
122751,0,0,0,0,0,0,18,0,0,0
122752,0,0,0,0,0,0,0,0,0,0
122753,0,0,0,0,0,0,0,0,0,0
122754,0,16,0,0,0,0,7,0,0,0
122755,0,0,0,0,0,0,0,0,0,0
122756,0,0,0,0,0,0,0,0,0,0
122757,0,7,16,0,0,0,0,0,0,0
122758,0,0,0,0,0,0,0,0,0,0
122759,0,0,0,0,0,0,0,0,0,24
122761,14,10,0,0,0,0,0,0,0,0
122762,0,0,0,0,0,0,0,0,0,0
122763,0,8,17,15,14,20,0,0,0,0
122764,0,0,2,0,0,0,0,14,0,0
122765,21,0,26,11,6,0,21,0,0,0
122766,0,0,0,0,0,0,0,0,0,0
122768,20,16,0,0,18,19,0,0,5,0
122770,0,0,0,0,0,6,0,0,0,0
122771,0,0,0,0,0,0,0,0,0,0
122772,0,0,0,0,0,0,0,0,0,0
122774,0,34,0,0,0,0,0,0,0,0
122776,0,0,0,14,0,0,0,0,28,0
122777,4,4,4,15,6,4,4,4,4,4
122778,0,0,0,0,0,0,0,20,0,0
122779,0,6,0,0,0,0,0,0,0,0
122780,0,0,0,0,0,0,0,0,0,0
122781,0,0,0,0,0,0,0,0,0,0
122782,0,0,0,0,0,0,0,0,0,0
122783,3,3,3,3,3,3,3,3,3,3
122784,0,0,0,0,0,0,19,0,0,0
122785,21,21,21,21,21,21,21,21,21,21
122786,0,0,0,0,0,0,0,0,0,0
122787,11,11,11,11,11,11,11,11,11,11
122788,13,13,13,13,13,13,13,13,13,13
122789,0,0,0,0,0,0,0,0,0,0
122790,0,0,21,15,0,17,7,24,39,0
122791,0,0,0,0,0,0,0,0,0,0
122792,27,27,27,27,27,27,27,27,27,27
122793,0,0,0,0,0,0,0,0,0,0
122794,0,7,0,0,0,0,0,0,0,0
122795,0,0,0,10,0,0,0,0,0,0
122796,1,1,1,1,1,1,1,1,1,1
122798,0,0,0,0,0,0,0,0,0,0
122799,18,18,18,18,18,18,18,18,18,18
122800,25,25,25,25,25,25,25,25,25,25
122802,0,15,0,20,21,0,0,0,0,0
122803,0,0,0,0,0,0,0,0,0,0
122804,0,0,0,0,0,0,0,0,0,0
122806,14,14,14,14,14,14,14,14,14,14
122808,0,0,0,0,0,0,0,0,0,0
122809,31,10,23,13,16,10,13,33,23,11
122810,17,0,18,0,0,18,8,0,25,8
122811,11,0,11,0,0,0,0,0,0,0
122812,31,31,31,31,31,31,31,31,31,31
122813,8,27,22,8,14,24,24,14,9,8
122814,16,16,16,16,16,16,16,16,16,16
122815,3,3,3,3,3,3,3,3,3,3
122816,24,0,0,0,0,0,0,0,0,0
122817,14,0,0,0,15,21,0,0,0,0
122818,17,17,17,17,17,17,17,17,17,17
122819,18,18,27,18,18,18,18,18,18,18
122821,0,0,0,0,0,11,13,0,0,0
122822,10,17,10,10,10,19,10,10,19,10
122823,0,8,0,0,15,0,7,0,0,16
122824,0,0,0,0,0,0,0,0,0,0
122825,0,0,0,0,4,0,0,30,0,0
122826,19,16,6,0,27,21,0,8,0,18
122827,17,17,17,17,17,17,17,17,17,17
122828,0,0,0,0,0,0,0,0,0,0
122829,28,0,18,9,0,12,0,20,10,11
122830,0,0,0,0,0,0,0,0,0,0
122831,0,0,0,0,0,0,0,0,0,0
122832,10,10,10,22,10,10,10,16,10,10
122833,0,0,0,0,0,0,0,0,0,0
122834,0,0,0,0,0,0,0,0,0,0
122835,0,0,0,0,0,0,0,0,0,0
122836,13,13,13,13,13,13,13,13,13,13
122839,0,0,0,0,0,29,0,0,0,0
122840,23,23,23,23,23,23,23,23,23,23
122841,0,0,0,0,16,0,0,0,0,0
122842,0,0,15,0,0,0,0,16,0,0
122844,0,0,0,0,0,0,0,0,0,0
122845,0,0,0,27,14,0,0,0,0,20
122846,0,0,0,0,0,0,0,0,0,0
122847,0,0,0,0,0,0,0,0,0,0
122848,20,20,20,20,20,20,20,20,20,20
122849,26,26,26,26,26,26,26,26,26,26
122850,0,0,18,11,13,16,5,0,19,17
122851,0,0,0,0,0,0,0,0,0,0
122852,0,0,0,0,25,0,0,7,0,0
122853,0,0,0,0,0,0,0,0,28,0
122854,0,0,0,0,0,0,17,0,0,0
122855,0,0,0,0,0,0,0,19,0,0
122856,0,0,0,6,0,18,0,0,0,0
122859,17,17,17,17,17,17,17,17,17,17
122860,0,18,0,0,0,0,0,25,0,0
122861,29,29,29,29,29,29,29,29,29,29
122863,2,2,2,2,2,2,2,2,2,2
122864,0,0,0,0,0,0,0,0,22,0
122865,0,0,0,0,0,0,0,0,0,0
122866,26,26,26,26,26,26,26,26,26,26
122867,0,0,0,14,0,0,0,15,28,18
122868,0,0,13,14,0,20,13,0,14,18
122869,0,0,0,0,0,0,0,0,0,0
122871,0,0,7,0,0,0,0,0,0,0
122872,0,0,0,0,0,0,0,0,0,0
122873,0,0,15,0,0,0,0,0,0,0
122874,28,28,28,28,28,28,28,28,28,28
122875,0,0,0,12,0,0,0,0,0,0
122877,0,0,0,0,0,0,0,0,0,16
122878,8,8,8,8,8,8,8,8,8,8
122879,8,8,8,8,8,8,8,8,8,8
122880,0,0,15,0,0,0,0,0,0,0
122881,0,0,0,0,0,0,0,0,0,0
122882,20,20,20,20,20,20,20,20,20,20
122883,26,26,26,26,26,26,26,26,26,26
122884,2,0,0,0,0,0,0,0,0,0
122885,24,8,60,12,28,17,0,8,13,22
122886,0,0,0,0,0,0,0,0,0,0
122887,0,0,0,0,0,0,0,0,0,0
122888,0,0,0,0,0,0,0,0,0,0
122889,18,18,25,18,18,18,18,18,18,29
122890,0,0,0,0,0,0,0,0,0,0
122891,0,0,0,0,0,0,0,0,0,0
122892,0,0,0,0,0,0,0,0,0,0
122893,0,0,0,0,0,0,0,0,0,0
122894,0,0,0,0,0,0,0,0,0,0
122895,15,0,0,0,24,7,0,0,0,0
122896,0,0,0,10,0,8,0,0,0,0
122897,0,0,0,0,0,0,0,0,0,0
122898,28,0,12,0,4,9,5,18,8,0
122899,0,0,0,0,0,20,0,0,0,0
122900,0,0,0,0,0,0,17,0,0,33
122901,21,21,21,21,21,21,21,21,21,21
122902,0,0,0,0,0,0,0,0,0,0
122903,0,0,0,0,0,0,0,0,12,0
122904,0,0,0,0,0,0,0,0,0,0
122905,0,0,0,16,0,0,0,0,0,0
122906,0,0,0,0,0,0,0,0,0,0
122907,26,10,28,23,0,0,8,0,0,0
122908,0,0,0,0,0,0,0,0,0,0
122909,11,0,15,0,0,0,0,11,0,0
122910,4,4,4,4,4,4,4,4,4,4
122911,7,0,15,0,0,12,0,0,16,10
122912,0,0,0,0,0,0,0,0,0,0
122913,26,37,19,38,19,19,29,27,19,19
122914,0,0,0,0,0,0,0,0,0,0
122916,24,24,24,24,24,24,24,24,24,24
122918,0,0,0,0,0,0,0,0,0,0
122919,17,17,17,17,17,17,17,17,17,17
122920,27,0,0,22,0,0,0,0,0,0
122921,21,21,21,21,21,21,21,21,21,21
122922,0,0,0,0,0,0,0,0,0,0
122923,11,11,11,11,11,11,11,11,11,11
122924,27,0,0,0,0,0,7,0,0,0
122925,0,11,0,0,0,0,0,0,0,6
122926,0,0,0,0,0,0,0,0,0,0
122927,0,0,0,3,0,0,9,23,13,18
122929,28,31,12,31,8,5,12,17,18,11
122930,0,0,0,0,0,0,0,0,0,0
122931,0,0,0,0,0,0,0,0,0,0
122932,0,0,0,0,0,33,0,0,0,0
122933,20,16,16,16,16,31,16,16,16,16
122934,0,0,0,0,0,0,0,0,0,0
122935,0,0,0,0,0,0,0,0,0,0
122936,0,0,0,0,16,0,0,0,0,0
122937,16,9,17,25,25,0,22,6,7,19
122938,13,13,13,13,13,13,13,13,13,13
122939,9,9,9,9,9,9,9,9,9,9
122940,0,0,0,0,0,0,0,0,0,0
122942,16,16,16,16,16,16,16,16,16,16
122943,7,7,20,0,9,0,0,0,0,0
122944,0,0,0,0,0,0,0,0,0,0
122945,22,22,22,22,22,22,22,22,22,22
122947,18,0,0,0,0,0,0,0,0,0
122948,0,0,0,0,0,0,0,0,0,0
122949,0,4,11,14,9,18,39,21,8,12
122950,21,21,21,21,21,21,21,21,21,21
122951,0,0,0,0,0,0,0,0,0,0
122952,14,14,14,14,14,14,14,14,14,14
122953,13,0,0,0,0,0,0,0,0,0
122955,0,0,0,0,0,0,0,0,0,0
122956,0,0,0,0,0,0,0,0,0,0
122957,11,11,11,11,11,11,11,11,11,11
122958,0,0,0,0,0,0,0,0,0,0
122959,28,28,28,28,28,28,28,28,28,28
122960,0,0,0,0,0,0,0,0,0,0
122961,0,0,0,0,19,28,16,0,0,0
122962,0,0,0,0,0,0,0,0,0,0
122963,1,1,1,1,1,1,1,1,1,1
122964,0,0,0,0,0,0,0,0,0,0
122965,25,11,15,21,15,5,0,15,0,5
122967,0,0,0,0,0,0,17,0,0,0
122968,0,6,0,0,0,0,0,0,5,7
122969,0,32,0,0,0,16,11,0,0,0
122970,0,0,0,0,0,17,0,0,0,0
122971,0,0,0,0,0,0,0,0,0,0
122972,24,28,0,0,0,0,0,0,0,0
122973,15,0,0,0,0,11,0,27,0,0
122974,0,0,0,0,0,0,0,25,0,0
122975,0,0,0,0,0,0,0,0,0,0
122976,15,25,0,0,0,0,0,0,0,0
122978,22,22,16,31,5,16,10,0,17,14
122979,0,0,0,0,0,0,0,0,0,0
122980,0,24,0,0,0,18,0,11,0,0
122981,0,0,0,0,0,0,0,0,0,0
122982,0,0,0,0,0,0,0,0,0,0
122983,0,0,0,0,0,0,0,0,0,0
122984,0,0,0,0,0,0,0,0,0,0
122986,11,10,20,9,16,27,15,6,27,4
122987,0,13,0,0,0,0,21,0,0,0
122988,0,10,0,0,0,0,18,0,0,0
122989,0,0,26,0,0,0,0,0,0,0
122990,16,0,0,0,0,0,15,0,0,0
122991,0,0,0,0,0,18,0,0,0,0
122992,0,0,0,0,0,0,0,0,13,0
122993,0,0,0,0,26,0,10,26,0,18
122994,7,0,16,0,0,0,23,0,26,0
122995,13,2,2,2,10,15,2,2,14,2
122996,0,14,0,0,12,0,0,0,0,0
122997,0,0,0,0,0,0,0,0,14,0
122998,0,0,0,0,0,0,0,0,0,0
122999,0,0,0,0,0,0,0,0,0,0
123000,0,0,0,0,0,0,0,14,0,0
123002,0,0,0,14,0,0,0,0,0,0
123003,5,5,5,5,5,5,5,5,5,5
123004,0,18,0,0,13,0,0,0,0,0
123005,16,14,20,14,0,13,15,7,0,17
123006,60,60,60,60,60,60,60,60,60,60
123007,0,0,0,0,0,0,0,0,0,0
123008,0,0,23,14,19,0,0,19,0,0
123009,9,0,0,0,0,0,0,0,0,0
123010,0,0,0,0,0,0,0,0,0,0
123011,0,0,0,0,0,0,0,0,0,0
123012,29,29,29,29,29,29,29,29,29,29
123013,0,0,0,0,0,0,0,0,0,0
123014,0,0,0,0,0,0,0,0,8,0
123015,8,8,8,8,8,8,8,8,8,8
123016,0,0,0,0,0,12,0,0,0,14
123018,17,0,0,0,0,0,15,0,0,0
123020,0,17,26,9,0,21,0,24,0,0
123021,0,12,0,10,0,0,0,0,0,0
123022,0,0,0,0,0,0,0,0,0,0
123023,13,13,13,13,13,13,13,13,13,13
123024,14,12,21,0,0,0,21,23,12,0
123025,0,0,0,0,0,0,0,0,0,6
123026,24,24,24,24,24,24,24,24,24,24
123027,0,0,0,0,0,0,0,0,0,0
123028,16,16,16,16,16,16,16,16,16,16
123029,0,0,0,0,0,0,0,0,0,0
123030,0,0,0,0,29,38,0,0,17,13
123031,0,20,0,0,0,0,0,0,0,0
123032,0,0,0,0,0,0,0,0,0,0
123033,0,0,0,0,0,0,0,0,0,0
123034,16,16,16,16,16,16,16,16,16,16
123035,2,2,2,2,2,2,2,2,2,2
123036,0,0,0,0,0,0,0,0,0,0
123037,0,0,0,0,0,0,0,0,0,0
123038,0,0,0,11,0,17,0,0,0,13
123039,27,0,24,0,0,28,0,0,0,0
123040,0,0,0,0,0,0,0,0,0,0
123041,3,0,0,0,0,0,0,0,0,0
123042,0,0,0,0,0,10,20,0,19,11
123043,0,0,0,0,0,7,0,0,0,0
123044,0,0,0,14,0,0,0,22,0,0
123045,0,30,16,29,18,0,16,0,24,26
123046,4,35,0,0,0,0,17,0,0,0
123047,0,0,0,0,0,0,0,0,9,0
123048,0,0,0,0,0,0,27,14,0,0
123049,0,0,0,0,0,0,0,0,0,0
123050,0,0,0,0,0,0,0,0,0,0
123051,0,0,0,0,0,0,0,0,0,0
123052,20,20,20,20,20,20,20,20,20,20
123054,0,0,0,0,0,0,0,0,0,0
123055,0,0,0,0,0,20,0,0,0,0
123056,0,0,0,0,0,0,0,0,0,0
123057,0,0,0,0,0,0,0,0,0,0
123058,12,0,0,0,0,14,0,0,0,0
123060,6,3,24,0,28,12,10,12,10,35
123062,0,0,0,0,0,0,0,0,0,0
123063,0,0,0,0,0,0,7,0,0,11
123064,0,0,0,0,0,0,0,0,0,0
123066,0,0,0,0,0,0,0,0,0,0
123067,0,0,0,0,9,0,0,0,0,0
123068,0,0,0,0,0,0,0,0,0,0
123069,0,0,0,0,10,0,0,0,0,0
123070,0,0,0,0,14,0,0,0,0,0
123071,0,4,0,0,21,0,0,0,0,0
123072,22,28,22,22,22,22,22,22,22,22
123073,39,0,0,0,25,0,17,0,0,0
123074,0,8,0,12,0,0,0,0,0,0
123075,17,0,0,0,0,0,0,0,0,0
123076,0,0,12,0,0,14,11,12,0,10
123077,0,0,0,0,0,0,22,0,0,0
123078,0,14,0,0,7,0,0,0,0,0
123079,0,0,0,0,0,0,0,0,0,0
123080,0,20,0,0,0,0,0,0,0,0
123081,0,0,0,0,0,0,0,0,0,0
123082,0,0,0,0,0,0,0,0,0,0
123083,0,0,0,0,0,0,0,0,0,0
123084,0,0,0,0,0,0,0,0,0,0
123085,6,17,0,0,8,0,4,8,0,0
123086,0,0,0,0,32,0,0,0,0,0
123087,0,0,0,0,18,0,0,12,0,0
123088,0,0,0,0,0,0,0,0,0,0
123089,0,0,11,0,0,0,0,0,0,0
123090,19,0,21,29,0,6,0,32,39,0
123091,4,4,4,4,4,4,4,4,4,4
123092,19,37,19,19,19,19,19,19,19,19
123093,0,0,0,15,0,0,0,0,0,0
123094,0,0,0,15,21,0,0,0,0,0
123095,0,0,0,0,18,0,0,0,0,0
123096,0,0,0,0,0,0,0,0,0,0
123097,0,0,0,19,3,0,0,0,0,0
123098,0,0,0,0,15,0,0,0,0,0
123099,0,0,0,0,0,0,0,0,13,0
123100,0,0,0,0,0,0,0,0,0,0
123101,17,0,23,0,0,0,0,0,0,0
123102,0,0,0,0,0,0,0,0,0,0
123103,0,0,13,25,26,22,32,18,10,0
123104,0,0,0,0,0,0,0,0,0,0
123105,11,11,11,11,11,11,11,11,11,11
123106,0,0,11,19,0,0,0,0,0,0
123107,0,0,0,0,0,0,0,0,0,0
123108,0,0,0,0,0,0,0,0,0,0
123109,0,0,0,0,0,0,0,0,0,0
123110,0,0,0,0,0,0,0,0,0,0
123111,27,27,27,27,27,27,27,27,27,27
123112,0,0,0,0,0,0,0,0,0,0
123113,0,20,0,17,20,26,12,0,24,0
123114,0,0,0,0,0,0,0,7,0,0
123115,0,0,0,0,0,13,0,0,10,29
123116,0,13,6,0,0,0,0,14,0,28
123117,31,7,9,23,22,22,16,17,16,11
123118,0,0,0,0,0,0,26,0,0,0
123119,0,0,0,16,0,10,22,0,0,0
