ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
360637,0,0,0,0,0,0,0,0,0,0
360638,0,0,0,20,19,18,0,0,0,20
360640,0,18,0,0,0,0,0,0,0,0
360641,0,0,0,0,16,0,0,0,19,0
360642,0,0,18,0,0,0,0,0,0,0
360643,0,0,14,0,4,12,0,0,0,20
360644,11,11,11,11,11,11,11,11,11,11
360645,0,0,0,0,7,0,0,0,0,0
360646,20,20,20,20,20,20,20,20,20,20
360647,14,19,17,10,8,18,29,10,24,26
360648,0,0,0,0,0,0,0,0,0,0
360649,0,13,0,0,0,9,0,9,31,14
360650,0,0,0,0,12,0,0,0,19,0
360651,0,0,0,0,0,0,0,0,0,0
360652,7,0,23,23,18,15,10,0,0,18
360653,0,0,0,0,0,0,0,0,0,0
360654,0,0,0,0,0,0,0,0,0,0
360655,25,18,0,23,0,0,18,25,0,17
360656,0,0,0,0,0,0,0,0,0,0
360657,0,0,13,0,0,0,0,0,0,35
360658,0,0,0,31,10,24,0,0,0,0
360659,40,14,0,0,0,0,15,0,0,0
360660,0,0,0,0,0,0,0,0,0,0
360661,10,10,10,10,10,10,10,10,10,10
360662,0,19,0,24,0,0,0,0,0,0
360663,0,0,23,0,0,14,0,0,0,0
360664,0,0,0,0,0,0,0,0,0,0
360665,17,17,17,17,17,17,17,17,17,17
360666,0,0,0,0,0,0,0,0,0,0
360667,0,0,2,0,0,13,0,0,0,0
360668,0,0,0,0,0,0,0,0,0,0
360669,7,7,7,7,7,7,7,7,7,7
360670,0,0,0,0,0,0,0,0,0,0
360672,23,0,0,0,0,0,47,0,0,0
360673,0,14,13,15,32,22,19,14,19,11
360674,0,0,0,0,0,0,0,0,0,0
360675,0,0,0,0,0,0,0,0,0,0
360676,27,27,27,27,27,27,27,27,27,27
360677,0,0,0,0,0,0,0,23,0,0
360678,0,9,0,0,0,0,0,0,0,0
360679,0,8,0,15,24,9,0,0,0,0
360680,20,20,20,20,20,20,20,20,20,20
360682,0,0,0,0,0,0,0,0,0,0
360683,0,29,0,0,0,0,0,0,4,0
360684,0,0,0,0,0,0,0,0,0,0
360685,0,0,0,0,9,0,0,0,0,0
360686,27,10,23,20,10,10,28,10,16,17
360687,19,0,0,25,0,0,0,0,6,10
360688,0,0,0,11,0,0,0,0,0,0
360689,0,0,0,0,0,0,0,0,0,0
360690,19,19,19,19,19,19,19,19,19,19
360691,7,7,7,7,7,7,7,7,7,7
360692,26,10,5,0,8,19,23,0,0,0
360693,8,29,5,9,27,14,30,8,19,13
360694,0,0,0,21,0,0,0,22,0,0
360695,0,0,0,6,32,0,0,15,10,0
360696,12,0,0,51,0,0,0,0,0,0
360697,0,0,0,0,0,0,0,0,0,0
360698,0,0,0,0,0,0,0,0,0,0
360699,0,24,0,0,22,0,0,27,36,0
360700,11,9,22,19,0,0,15,13,0,25
360701,0,0,13,0,0,18,0,3,0,16
360702,0,0,0,0,0,0,0,0,0,0
360703,0,0,0,19,25,0,0,0,0,3
360704,0,7,0,0,0,0,3,0,0,0
360705,0,0,0,0,0,0,0,0,15,0
360706,0,0,0,0,0,0,0,15,8,0
360707,14,0,0,0,0,0,0,0,0,0
360708,0,24,0,0,0,0,13,34,0,0
360709,0,11,14,7,8,5,5,32,13,0
360710,0,0,0,20,0,0,0,11,0,0
360711,0,0,0,0,0,0,0,0,0,0
360712,0,0,0,0,0,0,0,0,0,0
360713,0,0,0,0,0,0,0,0,0,0
360714,18,18,18,18,18,18,18,18,18,18
360715,0,0,0,0,0,0,0,0,0,0
360716,28,0,0,0,0,0,0,0,28,0
360717,20,0,0,0,0,0,0,0,0,0
360718,0,0,0,0,0,0,0,0,0,0
360719,14,12,0,0,30,0,13,20,0,13
360720,0,0,0,0,0,13,0,0,0,0
360721,11,11,11,11,11,11,11,11,11,11
360722,28,28,28,28,28,28,28,28,28,28
360723,0,0,19,0,0,0,0,0,0,0
360724,0,0,13,0,0,0,0,0,5,0
360725,17,17,17,17,17,17,17,17,17,17
360726,0,0,0,0,0,0,0,0,0,0
360727,12,12,12,12,12,12,12,12,12,12
360728,24,26,24,24,24,24,24,24,24,24
360729,0,0,0,0,0,25,0,0,0,0
360730,2,2,2,2,2,2,2,2,2,2
360731,5,0,0,0,0,0,0,0,0,0
360732,0,0,0,0,0,0,0,18,0,0
360733,0,0,0,0,14,19,0,0,9,0
360734,0,21,0,0,0,0,0,0,22,0
360735,0,22,0,0,12,0,0,0,0,0
360736,14,14,16,28,5,18,5,22,30,7
360737,0,0,0,0,0,0,0,0,0,0
360738,3,0,22,17,0,0,0,0,0,0
360739,0,0,0,0,0,0,0,24,0,0
360740,0,0,0,0,0,0,0,0,0,0
360741,26,26,26,26,26,26,26,26,26,26
360743,0,17,0,0,0,0,0,0,0,0
360744,5,0,5,5,0,16,13,6,0,10
360745,0,24,9,30,13,0,0,0,0,0
360746,0,0,0,0,9,2,15,0,0,0
360747,0,0,0,0,0,0,24,0,0,0
360748,0,0,0,0,0,0,0,0,0,0
360749,28,29,26,0,0,16,0,0,24,15
360750,0,0,0,17,0,0,0,0,14,18
360751,25,0,14,21,0,24,3,0,19,0
360752,11,12,4,13,9,37,17,0,0,17
360753,0,0,0,0,0,13,0,0,0,22
360754,0,0,0,0,0,0,0,0,0,0
360755,0,0,0,0,0,0,0,0,0,0
360756,0,0,0,0,0,0,0,24,33,19
360757,12,12,12,12,12,12,12,12,12,12
360758,28,0,0,0,0,0,0,0,0,15
360760,0,0,0,0,0,0,0,0,0,0
360761,26,28,20,8,13,0,0,17,0,0
360762,0,0,0,0,0,14,33,15,0,0
360763,0,0,0,0,0,0,0,0,0,0
360764,0,0,0,0,0,0,16,0,0,0
360765,16,0,21,0,0,12,0,0,0,0
360766,18,18,18,18,18,18,18,18,18,18
360767,0,0,0,0,0,0,0,0,0,7
360768,0,0,0,0,0,0,0,0,0,0
360769,15,0,0,0,9,0,0,14,0,0
360770,0,0,0,0,0,0,0,0,0,0
360771,0,0,0,0,27,0,0,0,0,0
360772,0,0,0,0,0,0,0,0,0,0
360773,12,12,12,12,12,12,12,12,12,12
360774,0,0,0,0,0,0,0,0,0,0
360775,0,18,0,0,0,0,0,0,0,0
360776,0,0,0,0,0,0,0,0,0,0
360778,24,0,0,0,14,0,0,17,0,0
360779,0,0,24,0,20,0,0,0,3,14
360780,0,0,0,0,0,0,0,0,0,0
360781,0,0,0,0,0,19,0,0,0,0
360783,13,13,13,13,13,13,13,13,13,13
360784,0,0,0,10,0,0,0,14,0,27
360785,21,0,0,0,31,22,11,15,31,18
360786,0,30,0,0,21,0,0,0,32,20
360787,0,0,0,0,0,0,23,0,0,0
360788,0,0,0,0,0,0,0,0,0,0
360789,0,12,14,0,5,8,0,34,0,0
360790,0,0,0,0,0,0,0,0,0,0
360791,9,0,0,0,11,0,0,0,0,0
360792,18,18,18,18,18,18,18,18,18,18
360794,0,13,21,0,0,38,0,0,32,0
360795,0,0,0,0,0,0,0,0,0,0
360796,0,0,0,0,0,12,0,0,22,0
360797,0,0,0,0,0,0,0,0,11,0
360798,0,0,0,0,0,0,0,0,0,0
360799,22,22,22,22,22,22,22,22,22,22
360800,0,0,0,0,0,0,0,46,0,17
360801,0,4,17,0,0,3,0,0,0,29
360802,0,0,0,0,0,0,0,0,0,0
360803,0,11,0,0,7,0,12,0,14,0
360804,0,0,0,0,0,0,0,0,0,0
360805,0,0,0,0,17,0,0,0,0,0
360806,0,0,0,20,0,0,0,0,0,0
360807,17,17,17,17,17,17,17,17,17,17
360808,0,0,0,0,0,0,0,0,0,0
360809,0,0,0,0,2,6,0,14,0,0
360810,26,26,26,26,26,26,26,26,26,26
360811,0,0,0,9,0,0,0,0,0,0
360813,0,0,0,11,0,0,0,0,0,31
360814,0,0,0,0,0,0,0,0,0,0
360815,16,0,0,0,0,0,15,0,0,0
360816,24,24,24,24,24,24,24,24,24,24
360817,0,0,0,0,0,0,3,0,0,0
360818,0,6,11,0,0,0,0,0,0,0
360819,0,0,6,7,8,0,4,0,0,18
360820,0,22,0,0,33,0,0,29,0,0
360821,0,0,0,0,0,0,33,0,0,13
360822,0,0,0,0,9,0,0,0,0,0
360823,0,0,0,0,22,0,6,0,0,0
360824,20,15,0,0,15,0,16,0,14,0
360825,0,0,0,0,0,0,0,0,0,0
360826,14,14,14,14,14,14,14,14,14,14
360827,0,0,0,0,0,0,0,0,0,0
360828,0,3,0,0,0,0,0,12,0,0
360829,0,0,0,0,0,0,18,0,0,15
360830,0,0,0,0,0,0,0,0,0,0
360831,11,6,26,19,4,10,17,0,37,17
360832,0,0,6,0,0,0,0,0,0,0
360833,0,12,0,0,0,0,0,0,19,11
360834,0,0,17,29,31,34,17,14,0,0
360835,0,0,0,0,0,0,0,0,22,0
360836,0,0,0,0,0,0,0,0,0,0
360837,20,32,7,28,0,0,15,13,16,0
360838,21,24,15,0,18,0,0,0,24,0
360839,0,0,0,0,0,0,0,0,16,0
360840,15,0,34,14,26,10,0,21,18,25
360841,0,0,0,0,0,0,0,0,0,0
360842,0,0,9,0,0,0,0,0,0,0
360843,0,0,0,0,0,0,0,0,0,0
360844,0,0,0,0,0,0,7,6,0,0
360845,0,0,0,0,0,0,0,0,0,0
360846,17,9,13,4,12,18,13,15,26,20
360847,0,25,10,0,0,0,0,0,8,9
360848,0,0,0,0,0,0,0,0,0,0
360849,0,0,0,0,0,20,13,0,0,0
360850,18,18,18,18,18,18,18,18,18,18
360851,20,19,0,20,18,18,10,16,11,0
360852,0,0,0,0,0,0,0,0,0,0
360853,0,0,0,0,0,0,21,0,0,0
360854,0,0,0,0,0,23,0,0,0,0
360855,0,24,26,0,0,10,0,16,25,0
360856,0,0,0,0,0,0,0,11,0,0
360857,0,0,0,0,0,0,0,0,0,0
360858,0,0,0,19,0,0,0,0,0,5
360859,0,0,0,0,21,0,0,0,0,0
360860,3,3,3,3,3,3,3,3,3,3
360861,0,0,9,0,0,0,0,0,0,0
360862,19,0,0,0,0,0,0,0,0,0
360863,0,26,0,0,0,9,46,8,0,5
360864,21,21,21,21,21,21,21,21,21,21
360865,0,0,0,0,0,0,0,0,0,0
360866,14,16,23,31,0,0,0,11,0,0
360867,15,0,0,0,0,0,0,0,0,0
360868,19,11,13,21,24,31,5,0,0,15
360869,0,0,0,0,0,0,0,0,0,0
360870,0,0,8,0,0,0,0,13,0,0
360871,0,0,16,0,0,0,0,0,0,0
360872,21,0,0,0,0,23,0,0,14,0
360873,18,5,23,5,16,11,17,11,0,35
360874,0,0,27,12,17,37,0,22,4,0
360875,0,12,0,0,0,17,0,0,0,0
360876,23,24,9,31,35,13,16,21,15,0
360877,0,24,0,0,0,0,0,0,6,0
360878,2,0,0,0,23,0,38,0,0,0
360879,0,43,6,0,0,0,0,0,0,0
360880,0,0,0,0,0,0,0,0,0,0
360881,0,0,0,0,0,0,0,15,3,13
360882,0,0,0,0,0,0,0,0,0,0
360883,0,18,0,0,0,0,0,0,7,26
360884,26,26,26,26,26,26,26,26,26,26
360885,0,0,0,0,0,0,0,0,0,0
360886,0,0,0,0,0,0,0,0,10,4
360887,14,30,12,19,19,10,14,5,6,22
360888,0,0,0,17,22,0,0,12,0,15
360889,13,0,0,0,0,20,0,0,10,5
360890,26,13,16,11,8,7,12,20,15,29
360891,0,0,17,0,0,0,0,0,0,0
360892,16,0,11,0,0,18,16,0,0,21
360893,0,15,0,0,0,18,0,0,0,0
360894,0,0,26,0,0,0,0,0,0,0
360895,0,17,10,17,0,0,21,19,12,2
360896,2,2,2,2,2,2,2,2,2,2
360897,0,21,0,0,0,0,7,0,0,14
360898,33,0,0,0,0,0,0,14,0,0
360899,0,0,0,0,0,0,0,0,0,0
360900,0,0,0,28,0,0,17,0,0,12
360901,0,0,0,0,0,0,0,0,0,0
360902,16,16,16,16,16,16,16,16,16,16
360903,0,0,0,0,0,6,0,0,0,0
360904,0,18,0,0,0,2,10,0,13,0
360905,18,0,0,0,20,0,4,0,0,43
360906,0,0,0,0,0,0,0,0,0,0
360907,0,0,18,37,0,0,16,0,0,0
360908,0,0,0,0,0,0,0,0,0,0
360909,0,0,0,0,0,0,0,0,0,4
360910,0,0,0,0,0,0,0,0,0,0
360911,23,0,0,0,5,7,0,0,0,20
360912,31,24,24,24,24,24,47,24,24,24
360913,0,35,0,0,0,0,0,0,0,0
360914,0,19,0,0,0,0,20,0,0,0
360915,8,8,8,8,8,8,8,8,8,8
360916,0,0,0,0,0,0,0,16,0,0
360917,0,0,0,0,0,0,0,0,0,0
360918,0,2,0,17,9,0,0,0,0,5
360919,19,0,15,35,0,33,0,6,13,0
360920,11,11,11,11,11,11,11,11,11,11
360921,0,0,0,0,0,0,0,0,0,0
360922,0,0,0,0,14,0,0,14,0,0
360923,30,0,0,0,0,0,0,0,27,16
360924,0,0,0,0,0,14,0,0,0,13
360925,0,25,0,0,0,0,0,0,0,0
360926,1,15,1,1,1,1,30,25,1,1
360927,21,0,13,10,0,0,9,0,0,10
360928,0,13,8,18,6,0,0,0,0,0
360929,0,0,17,0,0,0,0,0,0,0
360930,0,0,0,0,0,0,0,0,0,0
360931,0,0,0,0,0,0,0,0,0,0
360932,0,0,12,8,0,9,0,0,0,0
360933,0,0,0,0,0,0,0,0,0,0
360934,0,0,0,0,0,0,0,12,0,17
360935,25,0,0,0,0,0,3,0,0,0
360936,0,0,0,9,0,0,0,28,0,16
360937,34,0,0,0,0,0,0,0,0,0
360938,26,3,0,0,19,18,12,0,0,0
360939,0,0,0,0,0,0,0,0,0,0
360940,29,9,19,3,33,26,0,12,30,13
360941,0,0,0,0,0,0,0,0,0,0
360942,20,20,20,20,20,20,20,20,20,20
360943,0,19,0,26,11,0,0,0,0,7
360944,22,10,0,0,0,0,22,0,0,0
360945,12,0,16,15,0,0,0,0,0,0
360946,6,0,0,23,0,14,0,0,0,0
360947,0,0,0,21,0,0,8,0,4,20
360948,0,7,0,0,25,19,0,0,0,0
360949,0,0,0,0,0,23,16,0,0,0
360950,0,0,0,0,0,21,0,0,0,6
360951,11,22,41,34,8,25,0,18,0,0
360952,17,10,14,21,20,32,4,6,14,6
360953,0,0,0,0,0,0,0,0,0,0
360954,0,0,0,0,0,0,0,0,0,0
360955,19,0,0,0,0,6,17,0,18,28
360956,11,0,0,0,22,0,17,15,0,0
360957,5,7,22,0,16,0,9,0,2,0
360958,0,0,0,0,0,0,0,0,0,0
360959,0,11,0,8,0,18,16,0,21,0
360960,16,16,16,16,16,16,16,16,16,16
360961,0,0,26,0,0,0,0,31,0,0
370001,0,0,0,0,0,0,0,0,0,0
370002,0,0,0,0,0,0,0,0,0,0
370003,0,0,0,0,0,0,0,0,0,0
370004,11,0,0,0,0,0,0,0,3,0
370005,0,0,0,0,0,0,0,0,0,0
370006,0,0,0,0,0,0,0,0,0,0
370007,0,0,0,0,0,0,0,0,0,0
370008,0,0,0,0,0,0,0,0,0,0
370009,0,0,0,0,0,0,0,0,0,0
370010,0,0,0,0,0,0,0,0,39,0
370011,17,0,39,0,0,0,0,23,0,22
370012,5,5,5,5,5,5,5,5,5,5
370013,0,0,0,0,0,10,0,0,0,0
370014,0,0,0,0,0,0,0,0,6,0
370015,0,0,0,0,0,0,0,0,0,0
370016,0,0,0,0,0,0,0,0,0,0
370017,9,22,23,8,6,8,0,0,15,8
370018,0,0,0,0,0,0,0,0,0,0
370019,0,23,10,0,29,0,0,0,0,0
370020,0,0,0,8,14,0,0,20,0,13
370021,0,0,0,0,0,0,0,0,0,0
370022,0,0,0,0,0,0,0,0,0,0
370023,0,0,0,0,0,0,0,0,0,0
370024,15,15,15,15,15,15,15,15,15,15
370025,0,0,0,0,0,0,0,0,16,0
370026,0,8,0,0,0,0,0,11,0,18
370027,0,0,0,14,0,0,0,0,0,0
370028,0,0,0,0,0,0,0,0,0,0
370029,0,0,0,0,0,0,0,0,16,0
370030,0,0,0,0,0,0,0,0,0,0
370031,0,0,0,0,0,0,0,0,0,0
370032,0,0,7,0,0,0,0,20,0,0
370033,0,0,0,0,0,0,0,0,0,0
370034,20,20,20,20,20,20,20,20,20,20
370035,15,0,0,0,0,0,0,0,0,0
370036,18,18,18,18,18,18,18,18,18,18
370037,0,0,0,0,0,0,0,0,0,0
370038,0,0,0,0,0,0,0,0,0,0
370039,0,0,0,0,0,0,0,0,0,11
370040,0,0,0,0,0,0,0,0,0,0
370041,0,0,0,0,0,0,0,0,0,0
370042,22,22,22,22,22,22,22,22,22,22
370043,0,0,0,0,0,0,0,0,0,0
370044,0,19,0,0,0,16,12,0,28,20
370045,0,0,0,0,0,0,0,0,0,0
370046,0,0,0,0,0,0,0,0,0,0
370047,0,0,0,0,0,0,0,0,0,0
370048,11,17,0,0,0,0,0,0,0,0
370049,0,0,0,0,0,0,0,0,0,0
370050,10,10,10,10,10,10,10,10,10,10
370051,0,0,0,0,0,0,0,12,0,0
370052,0,0,0,0,13,0,0,0,0,26
370053,14,14,14,14,14,14,14,14,14,14
370054,15,15,15,15,15,15,15,15,15,15
370055,19,19,19,19,19,19,19,19,19,19
370056,16,16,16,16,16,16,16,16,16,16
370057,0,0,0,0,0,0,0,0,0,0
370058,6,6,6,6,6,6,6,6,6,6
370059,0,0,0,18,0,0,7,0,0,0
370060,0,0,0,0,3,0,18,0,0,0
370061,0,0,0,0,0,0,0,0,0,0
370062,0,0,16,0,8,0,38,0,26,7
370063,0,0,0,0,0,0,0,0,0,0
370064,0,0,0,0,0,0,0,0,0,0
370065,0,0,0,0,0,0,0,14,0,20
370066,0,0,14,0,19,20,0,0,0,0
370067,0,0,0,0,0,0,0,0,7,0
370068,35,35,35,35,35,35,35,35,35,35
370069,0,0,0,0,0,0,14,0,0,0
370070,0,0,0,0,0,0,17,0,0,0
370071,0,0,0,0,0,32,0,0,0,19
370072,20,20,20,20,20,20,20,20,20,20
370073,0,5,0,0,5,0,0,27,19,0
370074,0,0,0,0,0,0,0,0,0,0
370075,25,25,25,25,25,25,25,25,25,25
370076,0,0,0,0,0,0,0,0,0,0
370077,16,16,16,16,16,16,16,16,16,16
370078,0,0,0,0,0,0,0,0,0,7
370079,11,0,0,2,0,0,0,0,0,17
370080,0,0,0,0,0,0,0,0,0,0
370081,0,0,0,0,0,0,13,0,7,0
370082,0,0,0,0,0,0,0,0,0,0
370083,0,0,0,0,0,0,0,0,0,0
370084,0,0,0,0,0,0,0,0,0,0
370085,0,23,0,0,0,0,0,0,0,0
370086,0,0,0,0,0,0,0,0,0,0
370087,0,0,21,0,0,0,0,9,0,0
370088,0,0,0,0,0,0,0,0,0,5
370089,0,0,0,0,0,0,0,0,0,0
370090,0,0,0,0,15,0,0,0,0,15
370091,0,0,0,4,0,19,0,0,0,10
370092,0,0,0,0,0,0,0,0,0,0
370093,0,0,0,0,0,0,0,24,0,0
370094,32,32,32,32,32,32,32,32,32,32
370095,0,0,0,0,0,0,0,0,18,0
370096,0,0,15,0,21,0,0,0,0,0
370097,32,32,32,32,32,32,32,32,32,32
370098,0,0,0,0,0,0,13,0,0,0
370099,0,0,0,0,0,0,0,0,0,0
370100,0,24,0,0,0,0,0,0,0,0
370101,25,25,25,25,25,25,25,25,25,25
370102,6,6,6,6,6,6,6,6,6,6
370103,0,0,0,0,0,0,0,0,0,0
370104,17,17,17,17,17,17,17,17,17,17
370105,15,15,15,15,15,15,15,15,15,15
370106,0,0,0,0,0,0,0,0,0,0
370107,0,28,0,6,0,0,0,0,0,0
370108,29,32,4,11,7,12,19,14,10,30
370109,15,0,0,0,0,0,0,0,0,0
370110,0,0,0,0,0,0,0,0,0,0
370111,0,0,0,0,0,0,0,0,0,4
370112,0,0,0,0,0,0,0,0,0,0
370113,0,0,0,0,0,0,0,0,0,0
370114,0,0,0,0,0,0,0,0,0,0
370115,0,0,0,0,0,0,0,0,0,0
370116,0,0,0,0,0,0,0,0,0,0
370117,2,2,9,2,2,2,2,2,2,2
370118,0,0,0,0,0,0,0,0,0,24
370119,0,0,0,17,0,0,0,0,0,0
370120,0,0,0,0,0,0,0,0,0,0
370121,0,12,0,0,0,0,0,0,0,0
370122,0,0,0,0,9,0,0,0,0,0
370123,0,0,0,21,0,0,0,0,0,0
370124,24,24,24,24,24,24,24,24,24,24
370125,0,19,0,0,0,18,0,0,0,0
370126,0,0,0,0,0,0,0,0,0,0
370127,0,0,0,0,0,0,0,0,0,0
370128,16,16,16,16,16,16,16,16,16,16
370129,0,0,0,0,0,0,0,0,0,0
370130,0,0,0,0,0,0,0,0,0,0
370131,0,0,0,7,0,0,5,0,0,0
370132,18,18,18,18,18,18,18,18,18,18
370133,27,0,0,0,0,0,0,0,0,0
370134,0,0,0,0,0,0,0,0,0,0
370135,11,15,11,11,11,24,11,11,11,11
370136,0,0,0,0,0,0,0,0,0,0
370137,0,0,0,22,0,0,0,0,9,0
370138,0,0,0,0,0,0,0,0,0,0
370139,26,26,26,26,26,26,26,26,26,26
370140,32,32,32,32,32,32,32,32,32,32
370141,0,0,0,0,0,0,0,0,0,0
370142,0,0,0,0,0,0,0,0,0,0
370143,7,0,0,0,7,0,0,0,0,0
370144,27,0,18,0,12,0,0,0,0,0
370145,0,0,0,0,0,15,28,0,0,0
370146,0,0,0,0,0,0,0,0,0,0
370147,0,0,0,0,0,0,0,0,0,0
370148,0,0,0,0,0,0,0,0,0,0
370149,0,0,0,0,0,0,0,0,0,0
370150,0,0,0,0,0,0,0,0,0,0
370151,0,0,0,0,0,0,0,0,0,0
370152,18,18,18,18,18,18,18,18,18,18
370153,0,0,0,0,0,0,0,0,0,0
370154,59,59,59,59,59,59,59,59,59,59
370155,0,0,0,0,0,0,0,0,0,0
370156,9,18,21,17,17,0,24,8,26,11
370157,6,30,14,17,8,26,16,10,22,18
370158,0,0,0,0,0,0,0,0,0,0
370159,0,0,0,0,0,0,0,0,0,0
370160,22,22,22,22,22,22,22,22,22,22
370161,0,0,0,0,0,0,0,0,0,0
370162,0,0,0,0,0,0,0,0,0,0
370163,0,13,0,0,0,0,0,0,0,0
370164,7,7,7,7,7,7,7,7,7,7
370165,12,14,0,11,21,3,21,20,13,6
370166,4,4,4,4,4,4,4,4,4,4
370167,21,21,21,21,21,21,21,21,21,21
370168,0,0,0,0,0,0,0,0,0,0
370169,0,0,0,0,0,0,0,0,0,0
370170,32,0,23,13,13,30,15,7,8,32
370171,29,29,29,29,29,29,29,29,29,29
370172,0,0,0,0,0,0,0,3,0,0
370173,6,6,6,6,6,6,6,6,6,6
370174,0,0,0,0,0,0,0,0,0,0
370175,33,0,0,0,0,0,0,0,0,0
370176,11,11,11,11,11,11,11,11,11,11
370177,0,0,0,0,0,0,0,0,0,0
370178,31,31,31,31,31,31,31,31,31,31
370179,27,0,4,0,18,0,0,12,13,0
370180,0,0,0,0,0,0,0,0,0,0
370181,12,12,12,12,12,12,12,12,12,12
370182,0,0,0,0,0,0,0,29,0,0
370183,0,0,0,0,0,0,0,0,0,0
370184,0,0,0,0,0,0,0,0,0,0
370185,0,0,0,0,0,0,0,0,0,0
370186,0,0,0,0,0,29,0,0,0,0
370187,0,0,0,0,0,0,0,0,0,0
370188,8,0,0,0,17,0,0,0,0,0
370189,0,0,0,0,0,0,9,0,0,0
370190,0,0,0,17,0,0,0,0,0,0
370191,0,0,0,0,0,0,0,0,0,0
370192,0,0,0,0,0,0,0,0,0,0
370193,16,16,16,16,16,16,16,16,16,16
370194,0,0,0,0,0,0,0,0,0,0
370195,18,26,16,17,14,6,12,9,9,20
370196,20,20,20,20,20,20,20,20,20,20
370197,22,22,22,22,22,22,22,22,22,22
370198,11,11,11,11,11,11,11,11,11,11
370199,0,0,0,0,0,0,0,0,0,0
370200,17,17,17,17,17,17,17,17,17,17
370201,20,20,20,20,20,20,20,20,20,20
370202,0,0,0,0,0,0,0,0,0,0
370203,0,0,0,0,0,0,0,0,0,0
370204,15,15,15,15,15,15,15,15,15,15
370205,11,11,11,11,11,11,11,11,11,11
370206,0,0,0,0,0,0,0,0,10,16
370207,17,17,17,17,17,17,17,17,17,17
370208,0,24,0,0,0,0,0,0,0,0
370209,25,25,25,25,25,25,25,25,25,25
370210,12,14,18,8,29,23,26,26,0,20
370211,0,4,0,9,23,10,17,16,0,18
370212,0,0,0,0,0,0,0,0,0,0
370213,17,17,17,17,17,17,17,17,17,17
370214,3,3,3,3,3,3,3,3,3,3
370215,7,7,7,7,7,7,7,7,7,7
370216,0,0,0,0,0,0,0,0,0,0
370217,19,19,19,19,19,19,19,19,19,19
370218,0,0,0,14,0,0,0,0,0,0
370219,0,0,0,0,0,0,0,0,0,0
370220,0,0,0,0,0,0,0,0,0,0
370221,0,0,0,0,0,0,0,0,12,0
370222,7,7,7,7,7,7,7,7,7,7
370223,0,0,0,0,0,0,0,0,0,0
370224,17,17,17,17,17,17,17,17,17,17
370225,20,20,20,20,20,20,20,20,20,20
370226,0,0,0,0,8,0,0,0,0,0
370227,6,6,6,6,28,6,6,6,6,6
370228,31,31,31,31,31,31,31,31,31,31
370229,0,0,0,0,0,0,0,0,0,0
370230,14,3,0,18,9,0,21,0,2,15
370231,0,0,0,0,0,0,0,0,0,0
370232,0,0,0,0,0,0,0,0,0,0
370233,3,3,3,3,3,3,3,3,3,3
370234,0,0,0,0,0,0,0,0,0,0
370235,0,0,0,16,0,0,0,0,0,0
370236,0,0,0,0,0,0,16,0,0,0
370237,0,0,0,0,0,0,0,0,0,0
370238,26,26,26,26,26,26,26,26,26,26
370239,0,0,0,0,0,0,0,27,0,0
370240,0,0,0,0,0,0,0,0,0,0
370241,0,0,0,0,0,0,0,0,0,0
370242,0,0,0,0,0,0,0,0,0,0
370243,0,0,0,0,0,0,0,0,0,0
370244,0,0,0,0,0,0,0,0,0,0
370245,0,0,0,0,19,0,0,0,0,0
370246,0,0,19,0,0,13,0,0,0,0
370247,3,3,3,3,3,3,3,3,3,3
370248,0,0,0,0,10,0,0,0,0,0
370249,5,5,5,5,5,5,5,5,5,5
370250,0,0,0,0,0,0,0,0,0,0
370251,0,0,0,0,0,0,0,0,0,0
370252,0,0,0,0,0,0,0,0,0,0
370253,0,0,0,0,0,0,0,0,0,0
370254,10,10,10,10,10,10,10,10,10,10
370255,0,0,0,0,32,0,0,0,0,0
370256,6,0,0,0,0,0,0,0,0,0
370257,0,0,0,0,0,0,0,0,0,0
370258,0,0,0,0,0,0,0,0,0,0
370259,0,0,0,0,0,0,0,0,0,0
370260,0,0,0,0,0,0,0,0,0,0
370261,4,4,4,4,4,4,4,4,4,4
370262,0,0,0,0,0,0,0,0,0,0
370263,0,0,0,0,0,0,0,0,0,0
370264,0,27,0,0,0,0,0,0,0,0
370265,24,24,24,24,24,24,24,24,24,24
370266,23,23,23,23,23,23,23,23,23,23
370267,0,0,0,0,0,0,0,0,0,0
370268,21,21,21,21,21,21,21,21,21,21
370269,0,0,0,0,0,0,0,0,0,0
370270,5,5,5,5,5,21,5,5,5,5
370271,0,0,0,0,0,0,0,0,0,0
370272,0,0,0,0,0,0,0,0,0,0
370273,21,21,21,21,21,36,27,21,21,21
370274,0,0,0,0,0,0,0,0,0,0
370275,0,0,0,0,0,0,0,0,17,0
370276,0,6,0,0,0,0,0,0,0,0
370277,31,31,31,31,31,31,31,31,31,31
370278,0,0,0,0,0,0,0,0,0,0
370279,32,28,28,28,28,28,28,28,28,28
370280,23,23,23,23,23,23,23,23,23,23
370281,0,10,15,32,0,10,0,35,18,26
370282,0,14,0,0,0,0,0,0,0,0
370283,0,0,0,0,0,0,0,0,0,0
370284,11,0,0,0,0,0,0,0,0,0
370285,0,33,0,0,0,0,0,0,0,0
370286,0,0,0,0,0,0,0,0,0,0
370287,0,22,0,6,0,0,0,11,0,0
370288,0,0,0,0,0,9,0,0,0,0
370289,0,0,19,0,19,0,15,0,10,0
370290,30,6,0,9,0,0,0,0,0,0
370291,0,0,0,0,0,0,0,0,0,0
